"seed";"dispersal";"divergence_threshold";"competition"
"config_M1_309";95918;0.163265306122449;65;0.915384615384615
"config_M1_310";30452;0.183673469387755;65;0.915384615384615
"config_M1_311";30791;0.204081632653061;65;0.915384615384615
"config_M1_312";18951;0.224489795918367;65;0.915384615384615
"config_M1_313";79436;0.244897959183673;65;0.915384615384615
"config_M1_314";52858;0.26530612244898;65;0.915384615384615
"config_M1_315";99013;0.285714285714286;65;0.915384615384615
"config_M1_316";9878;0.306122448979592;65;0.915384615384615
"config_M1_317";18352;0.326530612244898;65;0.915384615384615
"config_M1_318";22852;0.346938775510204;65;0.915384615384615
"config_M1_319";83031;0.36734693877551;65;0.915384615384615
"config_M1_320";32751;0.387755102040816;65;0.915384615384615
"config_M1_321";60456;0.408163265306122;65;0.915384615384615
"config_M1_322";2689;0.428571428571429;65;0.915384615384615
"config_M1_323";79994;0.448979591836735;65;0.915384615384615
"config_M1_324";62729;0.469387755102041;65;0.915384615384615
"config_M1_325";17879;0.489795918367347;65;0.915384615384615
"config_M1_326";5175;0.510204081632653;65;0.915384615384615
"config_M1_327";85653;0.530612244897959;65;0.915384615384615
"config_M1_328";92568;0.551020408163265;65;0.915384615384615
"config_M1_329";90961;0.571428571428571;65;0.915384615384615
"config_M1_330";86535;0.591836734693878;65;0.915384615384615
"config_M1_331";21503;0.612244897959184;65;0.915384615384615
"config_M1_332";96454;0.63265306122449;65;0.915384615384615
"config_M1_333";11320;0.653061224489796;65;0.915384615384615
"config_M1_334";89264;0.673469387755102;65;0.915384615384615
"config_M1_335";87871;0.693877551020408;65;0.915384615384615
"config_M1_336";29971;0.714285714285714;65;0.915384615384615
"config_M1_337";64174;0.73469387755102;65;0.915384615384615
"config_M1_338";56602;0.755102040816326;65;0.915384615384615
"config_M1_339";86108;0.775510204081633;65;0.915384615384615
"config_M1_340";81217;0.795918367346939;65;0.915384615384615
"config_M1_341";92744;0.816326530612245;65;0.915384615384615
"config_M1_342";95273;0.836734693877551;65;0.915384615384615
"config_M1_343";3867;0.857142857142857;65;0.915384615384615
"config_M1_344";98161;0.877551020408163;65;0.915384615384615
"config_M1_345";92751;0.897959183673469;65;0.915384615384615
"config_M1_346";76593;0.918367346938775;65;0.915384615384615
"config_M1_347";69309;0.938775510204082;65;0.915384615384615
"config_M1_348";79971;0.959183673469388;65;0.915384615384615
"config_M1_349";18848;0.979591836734694;65;0.915384615384615
